clean_comment,usyk_sentiment,fury_sentiment
fury will probably cancel it because usyk breathed wrong [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
i want usyk to win but i know damn sure he hasnt got a hope thats why it so frustrating that it fury keep ducking a man everyone know he would beat [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
usyk will school fury easy point win fury will be frustrated a hell in not being able to catch the ghost [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
it weird seeing all the fury hater mad now because he fighting usyk they should all be happy they will probably have a part also [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
fury ha nothing to prove usyk didnt want to fight fury before when he had the chance but if they offer fury million he might do it i cant see any other reason after all he is the best and most famous british boxer in history [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
greedy belly will come up with an excuse for not fighting usyk and the fury and bricktop will blame usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
nice for froch to admit that all fury ha over usyk is his size his willingness to cheat use dirty tactic [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk played fury to a teehe dropped from the low blow to entice fury to fight him he needed fury to think if he body shot usyk he can hurt him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
usyk ha hundred of amateur fight so amazing technique wise intelligence wise and an all round better boxer than fury but might lose because fury can just stand on the outside long jab and tie usyk up like he did to vlad i hope usyk win the more skilful fighter [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury ha signed to fight usyk just to promote his fight with the mma bloke hell probably pull out with injury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
look what chisora did to usyk easy win for fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
if ngannou beat fury what would that mean would usyk then fight ngannou instead or would he face eddie hall in a winner take all situation [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
will be the first undesputed this century well done fury and usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
i feel like usyk will make tyson tired and win on point [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury usyk signed with no date and venue imagine eddie saying this ffs warren would be slagging him off everywhereas usual [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
the fury usyk fight wont happen it all to reel people in to get people on board with this ngannou nonsense [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury may have seen how weak to the body usyk is and now decided to take the fight i think it real he know he can beat usyk now [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
why would boxing fan be happy about an exhibition with an mma guy theyre trying to clout off usyks name to hype fury p im thinking it the wbc not the champ holding thing up making money off an mma guy [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
if fury wa the only one who posted it on social medium id agree but usyk and his team both posted it a well [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
i wont be watching any fury fight unless it is against usyk or maybe aj [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
i wont believe it until they actually weigh in in the meantime usyk should be setting up his next mandatory when tyson duck him again [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
tyson can win using usyks weakness exposed by dubois body punch however fury is also vulnerable to body punch it will be interesting let u see what happens [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
benn v eubank isnt far behind fury v usyk come on eddie be real [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
so not only did he lie about wilder n joshua but now he trying to throw a wrench into fury usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
his man wa stinking in his fight with usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
doe fury v usyk need a lot of publicity eddie your friend in saudi didnt come up with the deal which frank warren told u all along wa a load of bullshit but then again you are full of bullshit eddie [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
usyk is going to show doubter clearly that he the best in the worldthe mouth aka fury will show the world that he what he is mouth [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i hope eddie annouces benn v eubank on the rd and then frank annouces fury v usyk for the same day eddie ha been having everyones pant down for month and it finally coming to light [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
dont worry eddie there will be no fury v usyk fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
